timestamp,datetime,type,ssid_name,mac,rssi_dbm,distance_m,level,whitelisted,manufacturer,mac_random,device_type,hidden_network
1779821201.4121926,2026-05-26 13:46:41,WIFI,HONOR X7,06:F9:63:03:91:27,-33,0.11,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779821201.4121926,2026-05-26 13:46:41,WIFI,Redmi 15,6A:1B:3A:C2:23:3A,-57,0.84,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779821201.4131975,2026-05-26 13:46:41,WIFI,Galaxy A02scfe9,FE:B2:E4:D4:43:AA,-61,1.19,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779821201.4214904,2026-05-26 13:46:41,WIFI,RCU - ALUMNOS,90:4C:81:9F:35:81,-62,1.29,CRITICAL,False,Desconocido,False,Desconocido,False
1779821201.4229949,2026-05-26 13:46:41,WIFI,RCU - DOCENTES,90:4C:81:9F:35:82,-62,1.29,CRITICAL,False,Desconocido,False,Desconocido,False
1779821201.4229949,2026-05-26 13:46:41,WIFI,RCU - ADMIN,90:4C:81:9F:35:80,-63,1.41,CRITICAL,False,Desconocido,False,Desconocido,False
1779821201.4229949,2026-05-26 13:46:41,WIFI,TECNO SPARK 20,92:20:93:C3:A2:7C,-64,1.53,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779821201.4240005,2026-05-26 13:46:41,WIFI,paco,92:F1:9B:4F:18:83,-70,2.56,WARNING,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779821201.4250002,2026-05-26 13:46:41,WIFI,RCU - ADMIN,54:F0:B1:D0:66:82,-75,3.91,WARNING,False,Desconocido,False,Desconocido,False
1779821201.4250002,2026-05-26 13:46:41,WIFI,RCU - DOCENTES,54:F0:B1:D8:A7:A1,-76,4.26,WARNING,False,Desconocido,False,Desconocido,False
1779821201.4250002,2026-05-26 13:46:41,WIFI,RCU - ADMIN,54:F0:B1:D8:A7:A2,-76,4.26,WARNING,False,Desconocido,False,Desconocido,False
1779821201.4250002,2026-05-26 13:46:41,WIFI,RCU - DOCENTES,54:F0:B1:D0:66:81,-76,4.26,WARNING,False,Desconocido,False,Desconocido,False
1779821201.426005,2026-05-26 13:46:41,WIFI,RCU - ALUMNOS,54:F0:B1:D8:A7:A0,-77,4.64,WARNING,False,Desconocido,False,Desconocido,False
1779821201.426005,2026-05-26 13:46:41,WIFI,RCU - ALUMNOS,54:F0:B1:D0:66:80,-77,4.64,WARNING,False,Desconocido,False,Desconocido,False
1779821201.426005,2026-05-26 13:46:41,BLE,Desconocido,29:ec:18:f0:2d:47,-65,1.67,CRITICAL,False,Desconocido,False,Desconocido,False
1779821201.426005,2026-05-26 13:46:41,BLE,Desconocido,31:fa:89:31:fa:c0,-72,3.03,WARNING,False,Desconocido,False,Desconocido,False
1779821206.4134812,2026-05-26 13:46:46,WIFI,HONOR X7,06:F9:63:03:91:27,-35,0.13,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779821206.4144945,2026-05-26 13:46:46,WIFI,Redmi 15,6A:1B:3A:C2:23:3A,-51,0.51,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779821206.4144945,2026-05-26 13:46:46,WIFI,TECNO SPARK 20,92:20:93:C3:A2:7C,-60,1.09,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779821206.415491,2026-05-26 13:46:46,WIFI,Galaxy A02scfe9,FE:B2:E4:D4:43:AA,-61,1.19,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779821206.415491,2026-05-26 13:46:46,WIFI,RCU - ADMIN,90:4C:81:9F:35:80,-64,1.53,CRITICAL,False,Desconocido,False,Desconocido,False
1779821206.415491,2026-05-26 13:46:46,WIFI,RCU - ALUMNOS,90:4C:81:9F:35:81,-64,1.53,CRITICAL,False,Desconocido,False,Desconocido,False
1779821206.415491,2026-05-26 13:46:46,WIFI,RCU - DOCENTES,90:4C:81:9F:35:82,-65,1.67,CRITICAL,False,Desconocido,False,Desconocido,False
1779821206.416744,2026-05-26 13:46:46,WIFI,paco,92:F1:9B:4F:18:83,-70,2.56,WARNING,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779821206.416744,2026-05-26 13:46:46,WIFI,RCU - DOCENTES,54:F0:B1:D8:A7:A1,-74,3.59,WARNING,False,Desconocido,False,Desconocido,False
1779821206.416744,2026-05-26 13:46:46,WIFI,CF_Informatica,60:6C:63:E0:7C:2E,-74,3.59,WARNING,False,Desconocido,False,Desconocido,False
1779821206.418161,2026-05-26 13:46:46,WIFI,RCU - DOCENTES,54:F0:B1:D0:66:81,-74,3.59,WARNING,False,Desconocido,False,Desconocido,False
