timestamp,datetime,type,ssid_name,mac,rssi_dbm,distance_m,level,whitelisted,manufacturer,mac_random,device_type,hidden_network
1779746688.9196556,2026-05-25 17:04:48,WIFI,WILLIANS,EA:4D:74:53:55:78,-44,0.28,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779746688.9196556,2026-05-25 17:04:48,WIFI,W10,18:D6:C7:E0:C1:FE,-77,4.64,WARNING,False,Desconocido,False,Desconocido,False
1779746692.6971743,2026-05-25 17:04:52,WIFI,WILLIANS,EA:4D:74:53:55:78,-47,0.36,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779746692.6980727,2026-05-25 17:04:52,WIFI,W10,18:D6:C7:E0:C1:FE,-77,4.64,WARNING,False,Desconocido,False,Desconocido,False
1779746696.7372365,2026-05-25 17:04:56,WIFI,WILLIANS,EA:4D:74:53:55:78,-48,0.39,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779746696.7372365,2026-05-25 17:04:56,WIFI,W10,18:D6:C7:E0:C1:FE,-77,4.64,WARNING,False,Desconocido,False,Desconocido,False
1779746700.7199976,2026-05-25 17:05:00,WIFI,WILLIANS,EA:4D:74:53:55:78,-46,0.33,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779746700.7199976,2026-05-25 17:05:00,WIFI,W10,18:D6:C7:E0:C1:FE,-77,4.64,WARNING,False,Desconocido,False,Desconocido,False
1779746704.789387,2026-05-25 17:05:04,WIFI,WILLIANS,EA:4D:74:53:55:78,-44,0.28,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779746704.7903876,2026-05-25 17:05:04,WIFI,W10,18:D6:C7:E0:C1:FE,-77,4.64,WARNING,False,Desconocido,False,Desconocido,False
1779746708.8795128,2026-05-25 17:05:08,WIFI,WILLIANS,EA:4D:74:53:55:78,-46,0.33,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779746708.8806715,2026-05-25 17:05:08,WIFI,W10,18:D6:C7:E0:C1:FE,-74,3.59,WARNING,False,Desconocido,False,Desconocido,False
1779746712.865433,2026-05-25 17:05:12,WIFI,WILLIANS,EA:4D:74:53:55:78,-43,0.26,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779746712.8664284,2026-05-25 17:05:12,WIFI,W10,18:D6:C7:E0:C1:FE,-75,3.91,WARNING,False,Desconocido,False,Desconocido,False
1779746716.8896422,2026-05-25 17:05:16,WIFI,WILLIANS,EA:4D:74:53:55:78,-46,0.33,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779746716.8896422,2026-05-25 17:05:16,WIFI,W10,18:D6:C7:E0:C1:FE,-75,3.91,WARNING,False,Desconocido,False,Desconocido,False
1779746720.831701,2026-05-25 17:05:20,WIFI,WILLIANS,EA:4D:74:53:55:78,-44,0.28,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779746720.832599,2026-05-25 17:05:20,WIFI,W10,18:D6:C7:E0:C1:FE,-77,4.64,WARNING,False,Desconocido,False,Desconocido,False
1779746724.8430889,2026-05-25 17:05:24,WIFI,WILLIANS,EA:4D:74:53:55:78,-44,0.28,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779746724.8440914,2026-05-25 17:05:24,WIFI,W10,18:D6:C7:E0:C1:FE,-74,3.59,WARNING,False,Desconocido,False,Desconocido,False
1779746728.8779376,2026-05-25 17:05:28,WIFI,WILLIANS,EA:4D:74:53:55:78,-45,0.3,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779746728.878958,2026-05-25 17:05:28,WIFI,W10,18:D6:C7:E0:C1:FE,-72,3.03,WARNING,False,Desconocido,False,Desconocido,False
1779746732.8922536,2026-05-25 17:05:32,WIFI,WILLIANS,EA:4D:74:53:55:78,-49,0.43,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779746732.8932555,2026-05-25 17:05:32,WIFI,W10,18:D6:C7:E0:C1:FE,-76,4.26,WARNING,False,Desconocido,False,Desconocido,False
1779746736.8652894,2026-05-25 17:05:36,WIFI,WILLIANS,EA:4D:74:53:55:78,-59,1.0,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779746736.866292,2026-05-25 17:05:36,WIFI,W10,18:D6:C7:E0:C1:FE,-73,3.3,WARNING,False,Desconocido,False,Desconocido,False
1779746740.9045172,2026-05-25 17:05:40,WIFI,WILLIANS,EA:4D:74:53:55:78,-55,0.71,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779746740.9055197,2026-05-25 17:05:40,WIFI,W10,18:D6:C7:E0:C1:FE,-76,4.26,WARNING,False,Desconocido,False,Desconocido,False
1779746744.9925857,2026-05-25 17:05:44,WIFI,HONOR X7,D2:EC:B1:8E:9A:8C,-48,0.39,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779746744.9935875,2026-05-25 17:05:44,WIFI,WILLIANS,EA:4D:74:53:55:78,-55,0.71,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779746744.9935875,2026-05-25 17:05:44,WIFI,W10,18:D6:C7:E0:C1:FE,-74,3.59,WARNING,False,Desconocido,False,Desconocido,False
1779746749.051073,2026-05-25 17:05:49,WIFI,HONOR X7,D2:EC:B1:8E:9A:8C,-44,0.28,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779746749.051073,2026-05-25 17:05:49,WIFI,WILLIANS,EA:4D:74:53:55:78,-48,0.39,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
1779746749.0520709,2026-05-25 17:05:49,WIFI,W10,18:D6:C7:E0:C1:FE,-75,3.91,WARNING,False,Desconocido,False,Desconocido,False
1779746753.0134163,2026-05-25 17:05:53,WIFI,HONOR X7,D2:EC:B1:8E:9A:8C,-43,0.26,CRITICAL,False,MAC Aleatoria (Privacidad),True,Smartphone moderno,False
